loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,1,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,zip_code,addr_state,dti,open_acc,revol_bal,revol_util,total_acc,application_type,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
35000,35000, 36 months,13.49%,1187.57,C,C2,Account Manager,< 1 year,MORTGAGE,89250,Verified,Issued,debt_consolidation,Debt consolidation,370xx,TN,53.65,17,55460,91.50%,54,JOINT,389508,5,22912,0,423354,240316,35700,197754
5000,5000, 36 months,17.99%,180.74,D,D2,Account manager,n/a,RENT,21000,Source Verified,Issued,debt_consolidation,Debt consolidation,871xx,NM,96.11,15,17461,57.90%,23,JOINT,55201,8,3680,0,80293,55201,15500,52693
10000,10000, 36 months,10.49%,324.98,B,B2,Account Manager,3 years,MORTGAGE,177000,Not Verified,Issued,other,Other,925xx,CA,8.64,10,7943,67%,19,INDIVIDUAL,395679,6,39567,0,429767,44695,6400,55129
20000,20000, 36 months,14.99%,693.21,C,C4,Account Manager,7 years,MORTGAGE,55000,Source Verified,Current,debt_consolidation,Debt consolidation,037xx,NH,18,9,5600,81.20%,14,INDIVIDUAL,201026,1,22336,0,227221,25486,6900,39753
35000,35000, 60 months,25.49%,1037.38,E,E4,Account Manager,2 years,MORTGAGE,116000,Source Verified,Issued,debt_consolidation,Debt consolidation,400xx,KY,19.08,13,22095,86%,25,INDIVIDUAL,443193,6,34092,0,479818,77317,10500,66316
18575,18575, 60 months,15.99%,451.61,C,C5,Account Manager,2 years,MORTGAGE,56000,Verified,Issued,debt_consolidation,Debt consolidation,350xx,AL,15.2,8,6124,34.80%,14,INDIVIDUAL,163188,3,20399,0,182102,18976,17600,18201
15000,15000, 36 months,14.99%,519.91,C,C4,Account Manager,10+ years,RENT,56500,Not Verified,Issued,debt_consolidation,Debt consolidation,071xx,NJ,5.37,11,7306,31.50%,16,INDIVIDUAL,7306,9,664,0,23200,7306,20300,0
20000,20000, 36 months,11.49%,659.43,B,B5,Account Manager ,3 years,RENT,152000,Not Verified,Issued,debt_consolidation,Debt consolidation,982xx,WA,27.76,14,7809,10.10%,29,INDIVIDUAL,111523,7,8579,0,187671,111523,65600,110671
24225,24225, 36 months,30.79%,1038.9,G,G1,Account manager ,10+ years,RENT,63000,Verified,Issued,small_business,Business,105xx,NY,26.69,9,9917,80.60%,19,INDIVIDUAL,32046,2,3561,0,40771,32046,7200,28471
8000,8000, 36 months,5.32%,240.92,A,A1,Account Manager ,9 years,RENT,70000,Not Verified,Issued,major_purchase,Major purchase,599xx,MT,28.39,15,3214,5.70%,39,INDIVIDUAL,31043,6,2070,0,121446,31043,45800,64846
2825,2825, 36 months,12.74%,94.84,C,C1,Account Manager ,10+ years,OWN,40000,Verified,Issued,debt_consolidation,Debt consolidation,339xx,FL,23.16,6,1335,38.10%,11,INDIVIDUAL,54896,4,10979,0,58708,54896,3500,32341
13025,13025, 36 months,7.49%,405.1,A,A4,Account Manager ,10+ years,MORTGAGE,88066,Verified,Issued,credit_card,Credit card refinancing,952xx,CA,24.43,13,16246,29.50%,24,INDIVIDUAL,718258,3,59855,0,809320,89902,54100,95470
12000,12000, 60 months,15.99%,291.76,C,C5,Account manager ,< 1 year,OWN,40000,Source Verified,Issued,credit_card,Credit card refinancing,110xx,NY,11.28,8,10719,44.70%,14,INDIVIDUAL,12369,2,1546,0,28500,12369,18300,4500
15200,15200, 36 months,11.39%,500.45,B,B3,Account manager ,6 years,OWN,50000,Source Verified,Issued,debt_consolidation,Debt consolidation,891xx,NV,9.27,7,4113,43.80%,15,INDIVIDUAL,15289,0,2548,0,26305,15289,0,16905
3700,3700, 36 months,5.32%,111.43,A,A1,Account manager ,9 years,RENT,45000,Not Verified,Issued,debt_consolidation,Debt consolidation,532xx,WI,27.86,11,7408,15%,23,INDIVIDUAL,26185,5,2380,0,101030,26185,47900,51496
5600,5600, 36 months,11.49%,184.64,B,B5,Account Manager ,3 years,RENT,42500,Verified,Issued,major_purchase,Major purchase,129xx,NY,22.23,17,8331,33.50%,22,INDIVIDUAL,55097,15,3241,0,72516,55097,10700,47616
3500,3500, 36 months,8.24%,110.07,B,B1,Account Manager ,3 years,MORTGAGE,50000,Source Verified,Issued,debt_consolidation,Debt consolidation,760xx,TX,18.93,14,1931,20.10%,21,INDIVIDUAL,179316,8,12808,0,210451,57443,7800,69279
15000,15000, 36 months,11.49%,494.57,B,B5,Account Manager ,2 years,RENT,62400,Source Verified,Issued,debt_consolidation,Debt consolidation,188xx,PA,11.46,4,3203,50%,7,INDIVIDUAL,27679,3,6920,0,35620,27679,5300,29220
7375,7375, 36 months,15.99%,259.25,C,C5,Account manager ,8 years,MORTGAGE,47000,Source Verified,Issued,home_improvement,Home improvement,019xx,MA,7.84,7,4242,29.30%,12,INDIVIDUAL,274830,1,39261,0,383168,16034,10300,12668
10000,10000, 36 months,10.49%,324.98,B,B2,Account Manager ,10+ years,RENT,68000,Not Verified,Issued,debt_consolidation,Debt consolidation,900xx,CA,4.47,6,9180,53.70%,13,INDIVIDUAL,9180,2,1836,0,17100,9180,16400,0
8000,8000, 36 months,11.39%,263.39,B,B3,Account manager ,6 years,MORTGAGE,75000,Not Verified,Issued,debt_consolidation,Debt consolidation,275xx,NC,14.93,11,9778,56.80%,22,INDIVIDUAL,257395,6,23400,0,303156,36962,4400,30430
24000,24000, 60 months,13.49%,552.12,C,C2,Account Manager ,10+ years,MORTGAGE,60000,Not Verified,Issued,debt_consolidation,Debt consolidation,483xx,MI,23.03,14,24068,63.70%,32,INDIVIDUAL,44027,1,3387,0,64026,44027,13200,24394
25000,25000, 60 months,18.99%,648.38,D,D3,ACCOUNT MANAGER ,4 years,RENT,33000,Verified,Issued,debt_consolidation,Debt consolidation,282xx,NC,28.69,8,6787,36.10%,9,JOINT,28736,2,3592,0,52526,28736,18200,33726
28000,28000, 36 months,15.99%,984.26,C,C5,Account manager ,5 years,OWN,150000,Verified,Issued,credit_card,Credit card refinancing,334xx,FL,9.36,7,26037,75.90%,36,INDIVIDUAL,39151,4,6525,0,49300,39151,23800,15000
6600,6600, 36 months,8.24%,207.56,B,B1,Account Manager ,1 year,RENT,55000,Not Verified,Issued,credit_card,Credit card refinancing,701xx,LA,11.43,5,7901,41.20%,7,INDIVIDUAL,23504,2,5876,0,36658,23504,19200,17458
12500,12500, 36 months,8.24%,393.1,B,B1,Account Manager ,< 1 year,RENT,33200,Not Verified,Issued,debt_consolidation,Debt consolidation,731xx,OK,11.32,6,12300,44.60%,9,INDIVIDUAL,12300,1,2050,0,27600,12300,18300,0
8000,8000, 36 months,8.24%,251.58,B,B1,Account Manager ,10+ years,MORTGAGE,150000,Not Verified,Issued,home_improvement,Home improvement,190xx,PA,17.8,23,49081,57.50%,32,INDIVIDUAL,539386,9,23452,0,598323,342586,85400,287923
18000,18000, 36 months,24.74%,713.21,E,E3,Account Manager ,3 years,RENT,88000,Source Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,20.46,8,8852,75.70%,25,INDIVIDUAL,90895,8,11362,0,102039,90895,4400,90339
2500,2500, 36 months,11.39%,82.31,B,B3,Account Manager ,2 years,RENT,45000,Not Verified,Issued,major_purchase,Major purchase,276xx,NC,3.77,5,5003,42.40%,6,INDIVIDUAL,35004,3,7001,0,39800,35004,9800,28000
21000,21000, 36 months,13.99%,717.63,C,C3,ACCOUNT MANAGER ,5 years,MORTGAGE,105000,Not Verified,Issued,credit_card,Credit card refinancing,612xx,IL,8.17,11,42156,56.60%,31,INDIVIDUAL,105634,10,9603,0,138150,42156,60500,0
16500,16500, 36 months,13.99%,563.86,C,C3,Account manager ,n/a,MORTGAGE,29592,Not Verified,Issued,debt_consolidation,Debt consolidation,295xx,SC,21.9,12,12404,39.60%,41,JOINT,71522,6,6502,0,103800,14792,27900,8500
11000,11000, 36 months,7.49%,342.12,A,A4,Account Manager ,5 years,MORTGAGE,41000,Source Verified,Issued,credit_card,Credit card refinancing,140xx,NY,26.52,8,11516,62.60%,27,INDIVIDUAL,52792,2,6599,0,79376,52792,15400,60976
10000,10000, 36 months,7.49%,311.02,A,A4,ACCOUNT MANAGER ,2 years,MORTGAGE,46000,Not Verified,Current,credit_card,Credit card refinancing,631xx,MO,14.98,7,10406,55.10%,14,INDIVIDUAL,24571,3,3510,0,37439,24571,11800,18539
19000,19000, 36 months,10.49%,617.46,B,B2,Account Manager ,10+ years,RENT,85000,Not Verified,Issued,credit_card,Credit card refinancing,662xx,KS,14.36,12,12510,42.40%,23,INDIVIDUAL,29759,1,2480,0,63305,29759,28900,33805
24000,24000, 60 months,14.99%,570.84,C,C4,Account Manager ,9 years,OWN,115000,Source Verified,Issued,credit_card,Credit card refinancing,114xx,NY,7.57,21,16478,32.30%,28,INDIVIDUAL,28071,18,1337,0,61334,28071,29900,9813
35000,35000, 36 months,17.99%,1265.16,D,D2,Account Manager ,10+ years,MORTGAGE,135000,Source Verified,Issued,debt_consolidation,Debt consolidation,067xx,CT,9.12,7,15538,75.40%,17,INDIVIDUAL,306115,4,43731,0,383600,29686,18600,15000
19000,19000, 36 months,13.49%,644.68,C,C2,Account manager ,9 years,RENT,101712,Not Verified,Issued,debt_consolidation,Debt consolidation,190xx,PA,16.41,36,18153,31.80%,53,INDIVIDUAL,172515,8,4929,0,207576,172515,43500,148876
19200,19200, 36 months,13.99%,656.12,C,C3,Account manager ,1 year,MORTGAGE,63000,Verified,Issued,debt_consolidation,Debt consolidation,841xx,UT,27.27,11,11987,57.60%,12,INDIVIDUAL,189706,7,17246,0,208228,71439,17900,62276
29225,29225, 36 months,18.99%,1071.13,D,D3,Account Manager ,10+ years,RENT,85000,Source Verified,Fully Paid,car,Car financing,342xx,FL,0.35,3,836,19%,8,INDIVIDUAL,836,1,418,0,4400,836,2300,0
9100,9100, 36 months,12.74%,305.48,C,C1,Account Manager ,10+ years,OWN,130000,Not Verified,Issued,debt_consolidation,Debt consolidation,841xx,UT,25.2,6,63813,99.70%,16,INDIVIDUAL,132344,2,22057,0,143122,132344,64000,79122
16000,16000, 60 months,15.99%,389.01,C,C5,Account Manager ,2 years,MORTGAGE,56000,Source Verified,Issued,credit_card,Credit card refinancing,226xx,VA,24.8,7,20068,55.40%,7,INDIVIDUAL,41529,3,5933,0,77449,41529,29500,41249
25000,25000, 60 months,12.74%,565.51,C,C1,Account Manager ,10+ years,MORTGAGE,69600,Not Verified,Issued,home_improvement,Home improvement,104xx,NY,1.81,7,2762,13.20%,15,INDIVIDUAL,2762,0,460,0,21000,2762,20800,0
8000,8000, 36 months,8.24%,251.58,B,B1,Account Manager ,10+ years,RENT,82000,Source Verified,Issued,debt_consolidation,Debt consolidation,785xx,TX,28.45,24,14303,23%,45,INDIVIDUAL,40560,5,1843,0,107355,40560,35310,45045
20000,20000, 60 months,15.99%,486.26,C,C5,Account Manager ,10+ years,MORTGAGE,112000,Source Verified,Issued,debt_consolidation,Debt consolidation,640xx,MO,34.58,13,8491,81.60%,27,INDIVIDUAL,377634,12,29049,0,428100,110887,3300,146079
4000,4000, 36 months,12.74%,134.28,C,C1,Account manager ,5 years,MORTGAGE,57000,Verified,Issued,credit_card,Credit card refinancing,600xx,IL,15.35,18,4151,16.60%,27,INDIVIDUAL,243777,7,14340,0,338183,33662,14600,35827
30000,30000, 60 months,15.99%,729.39,C,C5,Account Manager ,2 years,RENT,118000,Verified,Issued,debt_consolidation,Debt consolidation,988xx,WA,20.1,22,36785,54.50%,39,INDIVIDUAL,94980,8,4523,0,131464,94980,38300,63964
12000,12000, 36 months,8.24%,377.37,B,B1,Account Manager ,3 years,OWN,98000,Source Verified,Issued,home_improvement,Home improvement,207xx,MD,3.82,9,5549,61.70%,12,INDIVIDUAL,17099,2,1900,0,20916,17099,7600,11916
8000,8000, 36 months,7.49%,248.82,A,A4,Account Manager ,10+ years,RENT,99700,Not Verified,Issued,credit_card,Credit card refinancing,119xx,NY,25.95,12,4440,10.20%,19,INDIVIDUAL,58319,6,4860,0,120674,58319,33200,77174
24000,24000, 60 months,13.49%,552.12,C,C2,Account manager (insurance agent),10+ years,MORTGAGE,154000,Not Verified,Issued,debt_consolidation,Debt consolidation,956xx,CA,16.14,9,27725,82.50%,25,INDIVIDUAL,87894,4,9766,0,100774,87894,31600,67174
8000,8000, 36 months,8.24%,251.58,B,B1,Account Manager / Field Trainer,10+ years,MORTGAGE,150000,Not Verified,Issued,credit_card,Credit card refinancing,207xx,MD,11.25,20,21816,51.20%,27,INDIVIDUAL,323195,7,17010,0,357314,60932,32800,46972
23000,23000, 60 months,10.49%,494.25,B,B2,Account Manager Assistant,4 years,RENT,125000,Not Verified,Issued,debt_consolidation,Debt consolidation,024xx,MA,10.56,12,15726,43.70%,24,INDIVIDUAL,35963,0,2997,0,77422,35963,33700,41422
23500,23500, 36 months,8.24%,739.01,B,B1,Account Manager NewBeauty Pro,1 year,MORTGAGE,155000,Source Verified,Issued,credit_card,Credit card refinancing,701xx,LA,10.61,6,22740,77.90%,9,INDIVIDUAL,40701,3,8140,0,52292,40701,28800,23092
15000,15000, 36 months,10.49%,487.47,B,B2,Account manager SSR ,4 years,MORTGAGE,149500,Verified,Issued,credit_card,Credit card refinancing,782xx,TX,22.14,51,18865,14%,90,INDIVIDUAL,53660,19,1141,0,194268,53660,63300,39059
37500,37500, 36 months,8.24%,1179.28,B,B1,Account Manager/Human Resources,10+ years,MORTGAGE,781000,Source Verified,Issued,small_business,Business,902xx,CA,3.88,10,14444,36.20%,17,INDIVIDUAL,68606,5,8576,0,108542,68606,31000,68642
13250,13250, 36 months,12.74%,444.79,C,C1,Account Manager/Outside Sales Rep,3 years,OWN,280000,Verified,Issued,vacation,Vacation,021xx,MA,8.03,14,53573,44.90%,49,INDIVIDUAL,617952,2,44139,0,683400,117342,11000,94000
35000,35000, 60 months,14.99%,832.47,C,C4,Account Manger,10+ years,MORTGAGE,93800,Verified,Issued,credit_card,Credit card refinancing,773xx,TX,17.8,9,16017,49.60%,32,INDIVIDUAL,362008,3,40223,0,399344,69037,17500,60544
25000,25000, 36 months,7.49%,777.55,A,A4,account mgr,10+ years,RENT,102000,Not Verified,Issued,major_purchase,Major purchase,088xx,NJ,17.09,14,3720,9.90%,26,INDIVIDUAL,55751,4,4289,0,99854,55751,29500,62354
3000,3000, 36 months,11.44%,98.85,B,B4,Account payable,9 years,RENT,35000,Verified,Issued,debt_consolidation,Debt consolidation,112xx,NY,8.44,5,4958,67.90%,7,INDIVIDUAL,6792,1,1358,0,12800,6792,7300,5500
16000,16000, 36 months,15.99%,562.44,C,C5,Account Payable,10+ years,MORTGAGE,60000,Verified,Issued,debt_consolidation,Debt consolidation,937xx,CA,30.14,8,4729,39.10%,25,INDIVIDUAL,52308,5,6539,0,70092,52308,7100,57992
19200,19200, 60 months,22.74%,538.4,E,E1,Account Payable ,10+ years,RENT,100000,Not Verified,Issued,credit_card,Credit card refinancing,212xx,MD,15.42,10,15642,65.20%,26,INDIVIDUAL,32063,7,3206,0,47204,32063,18100,23204
30000,30000, 36 months,6.99%,926.18,A,A2,account payable analyst,10+ years,MORTGAGE,110000,Not Verified,Issued,debt_consolidation,Debt consolidation,368xx,AL,10.57,10,18682,47.20%,22,INDIVIDUAL,162913,2,16291,0,236807,29053,36100,24757
21200,21200, 60 months,11.44%,465.61,B,B4,Account Payables,10+ years,MORTGAGE,122000,Source Verified,Issued,home_improvement,Home improvement,777xx,TX,28.37,13,36017,57%,26,INDIVIDUAL,86625,3,7218,0,170229,86625,62500,106729
15300,15300, 36 months,11.49%,504.47,B,B5,Account reaceivable ,4 years,MORTGAGE,62000,Source Verified,Issued,debt_consolidation,Debt consolidation,660xx,KS,24.25,16,20953,76.20%,21,INDIVIDUAL,244777,3,15299,0,273165,50189,24000,49288
25000,25000, 36 months,15.99%,878.81,C,C5,Account receivable ,3 years,OWN,60000,Source Verified,Issued,debt_consolidation,Debt consolidation,291xx,SC,26.28,11,18140,60.70%,21,INDIVIDUAL,46373,4,4216,0,74717,46373,1600,44817
5000,5000, 36 months,8.24%,157.24,B,B1,ACCOUNT RECEIVABLE CLERK,1 year,RENT,51000,Source Verified,Issued,credit_card,Credit card refinancing,775xx,TX,13.22,4,2429,81%,12,INDIVIDUAL,20500,7,5125,0,21995,20500,0,18995
13500,13500, 36 months,19.99%,501.64,D,D4,Account Receivable Manager,9 years,MORTGAGE,85000,Verified,Issued,debt_consolidation,Debt consolidation,360xx,AL,27.01,9,10096,71%,34,INDIVIDUAL,98015,6,10890,0,105589,98015,12350,91439
15000,15000, 36 months,7.49%,466.53,A,A4,Account receivable specialist ,10+ years,RENT,50000,Source Verified,Issued,other,Other,088xx,NJ,31.88,21,28952,33.50%,39,INDIVIDUAL,34618,4,1923,0,108584,34618,78900,22184
27075,27075, 36 months,11.44%,892.06,B,B4,Account Receivables Associate,< 1 year,MORTGAGE,70000,Source Verified,Issued,debt_consolidation,Debt consolidation,023xx,MA,13.34,7,15948,48.60%,15,INDIVIDUAL,268768,2,38395,0,372023,22107,30400,28223
26000,26000, 36 months,11.49%,857.26,B,B5,Account Receivables Specialist ,< 1 year,MORTGAGE,65000,Verified,Issued,debt_consolidation,Debt consolidation,744xx,OK,11.3,6,0,0%,15,JOINT,133659,3,22277,0,226326,36685,0,41602
20000,20000, 36 months,11.49%,659.43,B,B5,ACCOUNT REP,2 years,RENT,75000,Source Verified,Issued,debt_consolidation,Debt consolidation,900xx,CA,11.01,8,11314,39.10%,19,INDIVIDUAL,21319,5,2665,0,43908,21319,23900,15008
30500,30500, 60 months,11.49%,670.63,B,B5,Account Rep,10+ years,MORTGAGE,61000,Source Verified,Issued,debt_consolidation,Debt consolidation,434xx,OH,14.69,9,32631,42.90%,15,INDIVIDUAL,204550,1,22728,0,250187,32631,67600,0
24000,24000, 36 months,5.32%,722.76,A,A1,Account rep,10+ years,MORTGAGE,170000,Verified,Issued,debt_consolidation,Debt consolidation,750xx,TX,17.64,28,117602,52%,48,INDIVIDUAL,304091,4,10860,0,430010,139276,173410,27500
8950,8950, 36 months,10.49%,290.86,B,B2,Account rep,3 years,RENT,26000,Verified,Issued,debt_consolidation,Debt consolidation,144xx,NY,26.5,12,6476,59.40%,21,INDIVIDUAL,52602,2,5260,0,63653,52602,6400,52753
10000,10000, 36 months,13.49%,339.31,C,C2,account rep,2 years,MORTGAGE,69013,Source Verified,Issued,other,Other,190xx,PA,19.35,10,13939,66.10%,16,INDIVIDUAL,19440,0,1944,0,45488,19440,13500,24388
10000,10000, 36 months,6.99%,308.73,A,A2,Account Representaive,5 years,MORTGAGE,65000,Not Verified,Issued,debt_consolidation,Debt consolidation,787xx,TX,21.94,12,15838,66.30%,20,INDIVIDUAL,184698,3,16791,0,211428,30453,13000,27528
10000,10000, 36 months,15.99%,351.53,C,C5,Account Representative,6 years,MORTGAGE,48000,Not Verified,Issued,vacation,Vacation,968xx,HI,16.43,7,10158,58%,27,INDIVIDUAL,248432,6,35490,0,257500,24498,11900,15000
5000,5000, 36 months,13.49%,169.66,C,C2,ACCOUNT REPRESENTATIVE,3 years,MORTGAGE,30000,Source Verified,Issued,debt_consolidation,Debt consolidation,208xx,MD,10.4,6,5956,85.10%,15,INDIVIDUAL,179153,1,35831,0,189880,5956,4700,0
25000,25000, 60 months,11.44%,549.07,B,B4,Account representative,5 years,OWN,120000,Verified,Issued,credit_card,Credit card refinancing,113xx,NY,15.36,17,17503,39.30%,28,INDIVIDUAL,96321,10,5666,0,123517,96321,30800,79017
12000,12000, 36 months,11.44%,395.37,B,B4,Account Representative,< 1 year,MORTGAGE,123000,Source Verified,Issued,credit_card,Credit card refinancing,328xx,FL,16.31,21,25842,42.40%,35,INDIVIDUAL,248045,11,11812,0,313537,89330,57700,71567
29075,29075, 36 months,18.99%,1065.63,D,D3,Account Representative,8 years,MORTGAGE,76250,Source Verified,Issued,credit_card,Credit card refinancing,721xx,AR,19.45,18,24870,37.90%,46,INDIVIDUAL,169776,13,9987,0,207789,116272,43800,84189
40000,40000, 60 months,12.74%,904.81,C,C1,Account Representative,10+ years,RENT,126000,Verified,Issued,debt_consolidation,Debt consolidation,108xx,NY,11.82,10,10568,22.70%,17,INDIVIDUAL,34562,3,3840,0,93580,34562,31000,33236
11200,11200, 36 months,8.24%,352.21,B,B1,Account Representative,2 years,OWN,104700,Source Verified,Issued,credit_card,Credit card refinancing,794xx,TX,11.05,29,11566,61.20%,34,INDIVIDUAL,109398,8,3772,0,121534,109398,15100,95133
8275,8275, 36 months,11.44%,272.65,B,B4,Account Representative,n/a,MORTGAGE,23000,Not Verified,Issued,debt_consolidation,Debt consolidation,303xx,GA,15.5,7,3941,42.80%,12,INDIVIDUAL,114351,1,16336,0,128143,11356,6700,7500
25000,25000, 36 months,11.49%,824.29,B,B5,Account Representative ,10+ years,MORTGAGE,150000,Verified,Issued,home_improvement,Home improvement,076xx,NJ,10.2,12,54865,66%,21,INDIVIDUAL,54874,2,5487,0,92550,56260,80550,10000
15000,15000, 60 months,13.99%,348.95,C,C3,Account Representative ,2 years,MORTGAGE,178500,Source Verified,Issued,debt_consolidation,Debt consolidation,774xx,TX,16.69,27,45100,46.50%,63,INDIVIDUAL,429836,7,16532,0,522900,175929,84000,166000
12225,12225, 60 months,13.99%,284.4,C,C3,Account Representative ,8 years,MORTGAGE,66343,Verified,Issued,debt_consolidation,Debt consolidation,326xx,FL,15.18,9,7751,56.60%,20,INDIVIDUAL,117165,3,13018,0,151561,11447,4600,23197
3500,3500, 36 months,7.49%,108.86,A,A4,ACCOUNT REPRESENTATIVE ,10+ years,MORTGAGE,60000,Not Verified,Current,credit_card,Credit card refinancing,774xx,TX,32.32,12,1009,2.40%,31,INDIVIDUAL,275056,4,22921,0,339434,43546,17500,63834
2000,2000, 36 months,8.24%,62.9,B,B1,Account Representative ,n/a,MORTGAGE,12420,Verified,Issued,debt_consolidation,Debt consolidation,744xx,OK,4.73,7,868,14%,18,INDIVIDUAL,868,1,124,0,6200,868,1500,0
2500,2500, 36 months,6.99%,77.19,A,A2,Account Representative ,7 years,OWN,37000,Not Verified,Issued,credit_card,Credit card refinancing,339xx,FL,28.61,16,14411,22.50%,21,INDIVIDUAL,134194,8,8946,0,199398,65848,45100,58986
30000,30000, 36 months,11.39%,987.72,B,B3,Account Representative/Marketing,1 year,MORTGAGE,100000,Source Verified,Issued,debt_consolidation,Debt consolidation,989xx,WA,27.28,22,13366,52.60%,50,INDIVIDUAL,226061,8,10765,0,270087,114337,15500,128895
6300,6300, 36 months,13.49%,213.77,C,C2,Account Research III,2 years,OWN,15000,Source Verified,Issued,credit_card,Credit card refinancing,935xx,CA,19.6,8,8367,63.90%,18,INDIVIDUAL,8367,2,1046,0,13100,8367,10600,0
25000,25000, 36 months,5.32%,752.87,A,A1,Account Resolution Specialist,2 years,MORTGAGE,110000,Not Verified,Issued,home_improvement,Home improvement,109xx,NY,7.12,12,22969,26.10%,25,INDIVIDUAL,338513,2,30774,0,533708,31225,87100,9288
25000,25000, 36 months,13.49%,848.27,C,C2,Account Sales Manager,2 years,RENT,75000,Source Verified,Issued,credit_card,Credit card refinancing,336xx,FL,13.58,10,18258,42.20%,19,INDIVIDUAL,31475,6,3148,0,71325,31475,22700,28025
12000,12000, 36 months,23.99%,470.74,E,E2,Account Sales Manager,4 years,MORTGAGE,130000,Source Verified,Issued,debt_consolidation,Debt consolidation,038xx,NH,18.57,9,15720,86.40%,21,INDIVIDUAL,351815,4,39091,0,383443,42768,17000,53243
21000,21000, 36 months,14.99%,727.87,C,C4,ACCOUNT SALES REPRESENTATIVE,7 years,RENT,107000,Source Verified,Issued,debt_consolidation,Debt consolidation,902xx,CA,10.81,6,17337,72.80%,10,INDIVIDUAL,37635,2,6273,0,66847,37635,19300,43047
20000,20000, 36 months,12.74%,671.38,C,C1,Account Service  Representative,10+ years,MORTGAGE,80000,Verified,Issued,debt_consolidation,Debt consolidation,902xx,CA,20.7,14,12320,70%,30,INDIVIDUAL,284928,6,20352,0,320057,50702,7250,40441
5000,5000, 36 months,13.99%,170.87,C,C3,Account Service Manager,10+ years,RENT,36000,Source Verified,Issued,moving,Moving and relocation,117xx,NY,55.63,17,17399,34.30%,23,JOINT,52847,8,3109,0,97308,52847,30800,46508
13000,13000, 36 months,11.49%,428.63,B,B5,account service rep,n/a,OWN,60000,Verified,Issued,debt_consolidation,Debt consolidation,395xx,MS,16.36,8,15775,54.60%,24,INDIVIDUAL,34277,6,4285,0,80000,27891,18900,17500
4750,4750, 36 months,22.74%,183.23,E,E1,Account service representative,n/a,RENT,14000,Verified,Issued,vacation,Vacation,460xx,IN,33.7,6,4584,29.20%,7,INDIVIDUAL,12557,1,2093,0,29208,12557,12700,13508
10600,10600, 60 months,13.49%,243.85,C,C2,Account service representative,n/a,RENT,55000,Not Verified,Issued,car,Car financing,351xx,AL,27.71,5,170,0.90%,22,INDIVIDUAL,31732,1,6346,0,56300,31732,19500,36800
2800,2800, 36 months,5.32%,84.33,A,A1,Account Services,10+ years,MORTGAGE,75000,Source Verified,Issued,small_business,Business,800xx,CO,5.44,10,10981,21.60%,15,INDIVIDUAL,241385,3,24139,0,343565,17853,42000,15955
35000,35000, 60 months,11.49%,769.57,B,B5,Account Specialist,10+ years,MORTGAGE,144000,Verified,Issued,debt_consolidation,Debt consolidation,890xx,NV,26.39,14,34761,64%,28,INDIVIDUAL,251757,7,17982,0,306025,86473,35600,75140
7200,7200, 36 months,12.74%,241.7,C,C1,account specialist,10+ years,RENT,134426,Source Verified,Issued,credit_card,Credit card refinancing,223xx,VA,19.87,15,19679,57.90%,31,INDIVIDUAL,68864,10,4591,0,88393,68864,13700,52899
2400,2400, 36 months,5.32%,72.28,A,A1,Account Specialist,10+ years,MORTGAGE,75000,Not Verified,Issued,major_purchase,Major purchase,151xx,PA,18.05,11,23533,50.20%,24,INDIVIDUAL,154520,2,15452,0,203125,35306,45500,25678
25000,25000, 36 months,8.24%,786.19,B,B1,Account specialist,2 years,RENT,132384,Not Verified,Issued,debt_consolidation,Debt consolidation,940xx,CA,13.31,10,17980,45.50%,15,INDIVIDUAL,77894,3,7789,0,107419,77894,28700,67919
6500,6500, 36 months,11.49%,214.32,B,B5,Account Specialist,10+ years,MORTGAGE,50000,Source Verified,Current,house,Home buying,597xx,MT,6.39,5,5570,96%,16,INDIVIDUAL,85268,3,17054,0,108070,6856,5800,5608
3600,3600, 36 months,5.32%,108.42,A,A1,Account Specialist,10+ years,RENT,48000,Not Verified,Issued,major_purchase,Major purchase,917xx,CA,17.75,15,7969,12.50%,32,INDIVIDUAL,23376,5,1558,0,93819,23376,49000,29819
10000,10000, 36 months,8.24%,314.48,B,B1,Account specialist ,10+ years,MORTGAGE,79000,Not Verified,Issued,home_improvement,Home improvement,290xx,SC,8.35,15,3101,21.50%,29,INDIVIDUAL,75884,4,5837,0,100640,3621,5100,6240
17000,17000, 36 months,8.24%,534.61,B,B1,Account Specialist ,4 years,RENT,67000,Source Verified,Issued,debt_consolidation,Debt consolidation,441xx,OH,11.89,4,15979,70.30%,6,INDIVIDUAL,17522,1,4381,0,36242,17522,24200,12042
5500,5500, 36 months,13.99%,187.96,C,C3,Account Specialist ,10+ years,MORTGAGE,80000,Source Verified,Issued,debt_consolidation,Debt consolidation,711xx,LA,30.02,20,33770,59.90%,40,INDIVIDUAL,245552,9,13642,0,288847,90052,20800,70747
8000,8000, 36 months,11.44%,263.58,B,B4,Account Specialist ,2 years,MORTGAGE,46000,Not Verified,Issued,debt_consolidation,Debt consolidation,103xx,NY,18.37,8,14902,45%,21,INDIVIDUAL,63185,4,7898,0,88251,63185,23100,55151
